"activity_label" "subject" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.mean.." "tBodyAccMag.std.." "tGravityAccMag.mean.." "tGravityAccMag.std.." "tBodyAccJerkMag.mean.." "tBodyAccJerkMag.std.." "tBodyGyroMag.mean.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.mean.." "tBodyGyroJerkMag.std.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.std.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.std.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.std.." "fBodyBodyGyroJerkMag.meanFreq.."
"WALKING" 1 0.265630771479769 -0.0182924037358671 -0.107773308518786 -0.544496246736789 -0.365937621719364 -0.501458230078902 0.744235825653179 -0.0823878087890173 0.0722154915751445 -0.959786053699422 -0.951062310109827 -0.925956875898844 0.0770904388320809 0.0166243411079191 -0.00893786701013295 -0.523367017797977 -0.468915445168786 -0.716523856687861 -0.0209191103555202 -0.0882361673965318 0.0862021399738439 -0.685692262731214 -0.449460609258237 -0.596355358924566 -0.097106079321185 -0.0416765938693642 -0.0470964898817052 -0.636788704601156 -0.633437426557803 -0.663645552057514 -0.452171091351965 -0.495785838171387 -0.452171091351965 -0.495785838171387 -0.544137177823988 -0.514539467432486 -0.473978328304624 -0.498497120953179 -0.638492200309249 -0.651070086404624 -0.530557334585549 -0.404769123323237 -0.59542024766763 -0.551782116278035 -0.388437118750087 -0.497405109339884 -0.181810279369162 0.0574146947965318 0.0586884092467052 -0.546062812789624 -0.50595683677902 -0.694454272861272 -0.542673877561763 -0.464735246956879 -0.737112829393064 -0.0514572009427746 -0.21651030315 -0.0974905554098266 -0.622169022665029 -0.50393240489104 -0.552268991106069 -0.707463509823699 -0.428253404217052 -0.649483217716763 -0.0313806285715029 -0.0906953618419075 -0.019639797365578 -0.477079430473699 -0.588651203071098 0.142728342513382 -0.497646141680809 -0.540516918094798 0.199630516665202 -0.533716261436994 -0.565435824242775 0.0654914057923699 -0.64497059811763 -0.684930088653179 0.198818732099971
"STANDING" 2 0.27316605710299 -0.0191185212687043 -0.115985493710963 -0.604480791169767 -0.427331332790698 -0.58909985208505 0.659866898637874 -0.146769723212439 0.134930375240532 -0.963140386112957 -0.960110036677741 -0.946631420332226 0.0785568748397674 0.00695925173850498 0.00111057277744186 -0.55665055609103 -0.49039369547907 -0.741240702458472 -0.0522734286584718 -0.0567259046740864 0.0869198472199336 -0.710076036845183 -0.72263397358804 -0.633872342121595 -0.0871689237156146 -0.0429631718295681 -0.0556291490740864 -0.670916495182724 -0.783172660803987 -0.673732735662791 -0.534179981340864 -0.55230630453289 -0.534179981340864 -0.55230630453289 -0.586641269008306 -0.510839932994684 -0.614170480557243 -0.680314162524917 -0.745966066112957 -0.739576258983389 -0.572625599872758 -0.430953137419635 -0.629552948942525 -0.618696733211296 -0.46319425159402 -0.600560215748173 -0.107155048024385 0.105682626142824 0.0892376936586578 -0.56055928845814 -0.507479941203987 -0.715054944790698 -0.594011514831561 -0.507705474450166 -0.766486336079734 0.0855900691147375 -0.140696673851761 -0.0939793597681063 -0.638103607598339 -0.721783772651163 -0.600544000384053 -0.734028160780731 -0.726850434518272 -0.682207349737541 -0.00639556985946844 -0.0702516890521595 0.0500778639026246 -0.513651666736545 -0.646448316126578 0.194444430172425 -0.508466317532226 -0.517546449595349 0.193825700231561 -0.699507506501661 -0.725071791136213 0.0474465137271429 -0.751154778122924 -0.743653079186047 0.124788037445615
"WALKING" 3 0.273428719636364 -0.017856067384956 -0.106492632429097 -0.623413602046921 -0.480015920697654 -0.653625579293255 0.707814353343108 -0.0260590480328739 0.0480937904190616 -0.966457565630499 -0.9445645371261 -0.926966278211144 0.0701731261988856 0.0144664329060411 -0.000526818872875366 -0.635484688041056 -0.55721186773783 -0.796066240234604 -0.0248490682828446 -0.0743565308442815 0.0866875497119062 -0.699262195705865 -0.76302218170088 -0.709483440322581 -0.0991554609633431 -0.0401923943695015 -0.0521178264170088 -0.689328428607038 -0.842659862111437 -0.743028500565982 -0.563140802770059 -0.591224780306452 -0.563140802770059 -0.591224780306452 -0.650182434328446 -0.607658214170381 -0.643150121648094 -0.674010290979472 -0.784056656246334 -0.80366136372434 -0.625733289873607 -0.501779938505279 -0.699656828592375 -0.623805015199413 -0.502753639795894 -0.657443765803519 -0.192817340495308 0.0389282523284457 0.00447261449052786 -0.645893496630499 -0.582949919157742 -0.780101644193548 -0.657844055881525 -0.559851186088408 -0.81080601659824 -0.0476941200470968 -0.236874240885924 -0.193657539305073 -0.642097719778592 -0.775144985073314 -0.670734708996481 -0.719276622702346 -0.758505287214076 -0.751008875659824 -0.102568067670674 -0.167675025582991 -0.0321862688221114 -0.579076453758064 -0.663079838985044 0.0770665587562757 -0.604752108072727 -0.615643694857361 0.11231984174566 -0.716822144279179 -0.703839403007038 -0.0846075231245126 -0.810085498651026 -0.810032718739003 0.0599628733252199
"STANDING" 4 0.274183111498423 -0.0148081545344921 -0.107521430810726 -0.605211727785489 -0.509929384011325 -0.709492735962145 0.706593043123028 0.112591195496986 0.164130896618297 -0.962636979274448 -0.941416800167192 -0.941403426072555 0.0788637845151419 0.00351340949514196 -0.00737375142832808 -0.631853083289621 -0.584063204701893 -0.843353231167192 -0.0289417906907571 -0.0787229907785489 0.0957174866009464 -0.701397703369085 -0.79823574873817 -0.726374197066246 -0.107859315713249 -0.0400427574662461 -0.0578089304000631 -0.723788617823344 -0.902502592618297 -0.748369141315457 -0.56158213510694 -0.606556049548896 -0.56158213510694 -0.606556049548896 -0.656116311856877 -0.647249966810726 -0.656291093847319 -0.706738493542587 -0.819191368044164 -0.844187064164038 -0.628806379100946 -0.52583456615142 -0.755235428895899 -0.597551324155678 -0.534661524341987 -0.708764043722397 -0.184518571319811 0.0847707537883281 -0.0164096855119621 -0.652023078038801 -0.601696223759495 -0.825154871135647 -0.644622004704416 -0.593855151524606 -0.860544668359621 -0.000543991796466877 -0.180584111376656 -0.110565549338486 -0.641881977553943 -0.831527531009464 -0.689308946422713 -0.721749187328076 -0.782885735867508 -0.7670895729653 -0.118518212447287 -0.375332544565931 0.0241889403249211 -0.602098037677603 -0.672948341687697 0.0963636689322397 -0.63501900541041 -0.666506718936908 0.160479882559811 -0.745650754608833 -0.732586304826498 -0.129301517256877 -0.838833209652997 -0.863096864037855 0.159075727514984
"WALKING" 5 0.279177960301325 -0.0154833455336192 -0.105661736816887 -0.507691011391722 -0.402724906078146 -0.646443640175497 0.698153719072848 0.112313109736755 0.0921607197449904 -0.964629108807947 -0.939973777950331 -0.94207867884106 0.0841019899622517 0.0017656830384106 -0.0029537113427351 -0.575890535679801 -0.506544358609603 -0.78456199486755 -0.0294516873643046 -0.0774316445596026 0.0866267116745033 -0.709955676983444 -0.705638306688742 -0.606589817380795 -0.103522877147351 -0.0490624519374172 -0.0506258160122517 -0.662581310334437 -0.774114270364238 -0.564680771249007 -0.460866415568709 -0.52162345171192 -0.460866415568709 -0.52162345171192 -0.589313870006622 -0.589031268133113 -0.602770284825828 -0.664078383532781 -0.707383517582782 -0.734187493344371 -0.55123770513245 -0.440232431795033 -0.696171811490066 -0.492829885748675 -0.422162171100331 -0.649351210748344 -0.226370689942053 0.0748636861897351 0.0062663175707947 -0.604769869438742 -0.550991969857417 -0.768762357980132 -0.584013626983444 -0.491500434303907 -0.798835563807947 -0.10292084499106 -0.27429092242043 -0.163706246351656 -0.632239300829801 -0.71706218781457 -0.537329127293278 -0.73573857718543 -0.702290390960265 -0.669353687483444 -0.0381646986649007 -0.0720666007195695 0.0744028987918874 -0.528503022745033 -0.594259529756954 0.0781455594845364 -0.573176177044172 -0.613485123609272 0.131619298935099 -0.677355755703311 -0.715731148145695 0.062219113935298 -0.748829309536424 -0.735610602483444 0.0307564556565894
"WALKING" 6 0.272376614181538 -0.0175697042641846 -0.11599454136 -0.505086085072062 -0.368403670137262 -0.672512004586708 0.688702063569231 0.0162055455953846 0.0475199990906462 -0.958898709015385 -0.9509348864 -0.937910223507692 0.0813833604034769 0.000479281129661539 -0.00225896302076923 -0.531468310262154 -0.454437496885815 -0.738955207627692 -0.0433611785374462 -0.0706129097498462 0.0973130293888923 -0.653800660041538 -0.626252072652308 -0.599910232855692 -0.0829159966093231 -0.0454921005615385 -0.0533610323667692 -0.546009968372308 -0.677635980501539 -0.526908306306892 -0.464770006998123 -0.483790606354154 -0.464770006998123 -0.483790606354154 -0.551413652396923 -0.502935062310769 -0.549494852037046 -0.579837818063692 -0.621936158532308 -0.644474485460492 -0.506174926221538 -0.392041410138769 -0.683725945015385 -0.506680276530492 -0.396677793847908 -0.694365207233846 -0.191537066813538 0.0590114878605846 0.113046089288708 -0.549394273848923 -0.503558973703692 -0.720867157741538 -0.555346159400332 -0.437837459287385 -0.755751144098462 -0.0956140259974462 -0.305422668448923 -0.1006823905788 -0.537201442069846 -0.621188724858462 -0.507604207506462 -0.692862440004 -0.633236229753846 -0.67302031484 0.0289087194733538 -0.0427900206246154 0.101044783556 -0.473974924380431 -0.570910289993846 0.102346682227846 -0.494882316238462 -0.516711262173969 0.0831165453227692 -0.579130051151385 -0.657368673849846 0.104193397607938 -0.651886909221538 -0.660175875210246 0.081817622852
"WALKING" 7 0.270211697814935 -0.0187904887668182 -0.112492375388312 -0.577518324748052 -0.546403365345779 -0.456473642256981 0.681289120844156 -0.0420221452496753 0.0342160711928604 -0.956538178587662 -0.955312554090909 -0.923304724090909 0.0831829573168831 0.00760909767418831 -0.00791725696048701 -0.615131377408279 -0.622997416262013 -0.664336860544416 -0.0518716929407792 -0.0646077113078896 0.0977671721406169 -0.687155474097403 -0.652408657909091 -0.663340760331169 -0.0942037376182662 -0.0414401406082792 -0.0610307928148701 -0.701731200484416 -0.674920114957468 -0.750808705594156 -0.511312036747403 -0.510669879158539 -0.511312036747403 -0.510669879158539 -0.622815767680292 -0.550560230585714 -0.581899897967532 -0.598670795839286 -0.713191348337662 -0.658017844948377 -0.593011288564935 -0.563547785174026 -0.531005941495552 -0.572347541484091 -0.567046977262987 -0.460792123277305 -0.311790512382468 -0.0300713296399351 0.0146620852844481 -0.637521940243831 -0.641687333850227 -0.642515716574286 -0.626785744584416 -0.62853163071948 -0.684856438953896 -0.11978430017462 -0.239501714015909 -0.220260861049058 -0.643767578493507 -0.630419275006169 -0.655083354905844 -0.703883646896104 -0.671161922837662 -0.698949518905844 -0.134491772785779 -0.103884514547565 -0.0863412384825 -0.518323878824675 -0.583819796092208 -0.0106873745212792 -0.553360009658182 -0.550683254908442 0.108695730522532 -0.628877272791136 -0.650923648207792 -0.0352276334005552 -0.668879188156396 -0.668963362464935 0.0631920436939935
"WALKING" 8 0.27907711455 -0.0144154913169 -0.10820823242 -0.74203478125 -0.55739813987 -0.75723111103 0.6050299908 0.1829349486 0.17534210246423 -0.9746553277 -0.95577153183 -0.9549383613 0.06949314868 0.0035320064177 -0.0082811035492 -0.751057525912 -0.61676577562 -0.8331605681 -0.0204210347908 -0.0756248105558 0.0817874998749 -0.7208166195 -0.731534821056 -0.7533445243 -0.10692622381 -0.036952180506 -0.06011426247 -0.73173835171 -0.8120235487 -0.8160329947 -0.677732961497 -0.70639922199 -0.677732961497 -0.70639922199 -0.718531933648 -0.721860222028 -0.657457627937 -0.716154246086 -0.7858764144 -0.8211192442 -0.737907917843 -0.57504167095 -0.77161762884 -0.74414836084 -0.57670214726 -0.768682808172 -0.125427317626 0.075781706483 0.131312845324 -0.75905086577 -0.656459693134 -0.81928636146 -0.76530517522 -0.599929760046 -0.8455166087 0.103609161495 -0.105914331407 -0.009061943227 -0.680019878528 -0.7508605657 -0.7514415819833 -0.73492030933 -0.722858004885 -0.7771576586 -0.067344027333 -0.120335104675 0.0018375645894 -0.68555912991 -0.76576135293 0.1841051632234 -0.70781835336 -0.74289513199 0.260365390853 -0.73617987909 -0.75218887299 0.002926186610511 -0.8126961334 -0.8459289031 0.22631018807
"WALKING_UPSTAIRS" 8 0.266163454867403 -0.020274583740663 -0.106036911675138 -0.495071615375138 -0.234458644850829 -0.357064719340332 0.670961260828729 -0.0539959258638674 0.0329979634523757 -0.94298668721547 -0.944399444198895 -0.905634974265193 0.0923497766990055 -0.000615778438055248 -0.0259652994487293 -0.479272382198895 -0.371409538177901 -0.577304970752486 0.0168566018237569 -0.0996149127480663 0.0543073474994475 -0.62053008359779 -0.48221549998232 -0.377716631224309 -0.103888988565193 -0.0418270547111602 -0.0572801249839779 -0.643628706676796 -0.611851229509392 -0.629637322226519 -0.352936753808287 -0.46986204958453 -0.352936753808287 -0.46986204958453 -0.432434629299337 -0.477517181140331 -0.376080864206961 -0.506985669460221 -0.611608460055249 -0.657672165248619 -0.495601302386188 -0.264393167287293 -0.429079808543094 -0.497605946555249 -0.269238951624309 -0.372059078034807 -0.266074716968508 -0.000991769173480663 0.0693412495179005 -0.499140060672928 -0.40720263680442 -0.547600410664641 -0.506414239720995 -0.377052725034254 -0.606378324823204 -0.0242776405851934 -0.203949553971823 -0.123242128322652 -0.557936312254144 -0.47929644791105 -0.400768077646409 -0.642322338574586 -0.490341042055249 -0.43065970901326 -0.144593824866298 -0.172412619067569 -0.0678123145049171 -0.416276772385635 -0.588586542228729 0.125788001261271 -0.430585550782873 -0.549039725917127 0.277696538469613 -0.540262968787845 -0.572853459185083 -0.0376718538138122 -0.641084437603867 -0.705876635248619 0.222333502876796
"STANDING" 9 0.270313841621528 -0.0209466555412396 -0.101233826213889 -0.555656544538194 -0.5758878952125 -0.506111776081806 0.670845545555556 -0.0467446999509028 0.104353653032743 -0.958784666180556 -0.949938115208333 -0.920554317815972 0.0840171430291667 0.00678485848399306 -0.00102998088194444 -0.578305161360069 -0.678923872274306 -0.721610094569444 -0.0701318154561458 -0.0729884312991667 0.109092913237986 -0.676452392569444 -0.670498220701389 -0.587557692291458 -0.0892254930640278 -0.0397344421815972 -0.053402884281875 -0.7617108665625 -0.773273878854167 -0.744656038298611 -0.505183470509188 -0.553038255314792 -0.505183470509188 -0.553038255314792 -0.621608245092361 -0.608862145384722 -0.550201866572569 -0.663198385034722 -0.7629795809375 -0.786176892048611 -0.579258404408681 -0.610267804090278 -0.592119122804271 -0.547995744907986 -0.586766083232639 -0.501074006965903 -0.291349229752569 -0.0879003298041667 -0.0304334227664236 -0.621377141312847 -0.699766614569444 -0.702931927996528 -0.572819893733993 -0.679065855003472 -0.739139922708333 -0.219176266215278 -0.296107744084757 -0.290292303180208 -0.639863219559028 -0.683924287600694 -0.612680463163889 -0.690689895534722 -0.667203220760417 -0.619468634127778 -0.205909254584222 -0.240880440259861 -0.196153280691528 -0.553186448295139 -0.624456827182986 -0.00358269125034722 -0.609193721940625 -0.611619343190972 0.0983598303289236 -0.700863097986111 -0.697729432621528 -0.108828634535764 -0.786473954201389 -0.801296292638889 0.0927763736788194
